Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.9099999999999999,0.5243624892482495
100% Corpus,9,0.31,symmetric,0.47950651449088816
100% Corpus,9,0.61,0.01,0.4601239219873615
100% Corpus,9,0.61,0.31,0.4744676931413144
100% Corpus,9,0.61,0.61,0.5034838088836195
100% Corpus,9,0.61,0.9099999999999999,0.5273345051649644
100% Corpus,9,0.61,symmetric,0.4767290378329893
100% Corpus,9,0.9099999999999999,0.01,0.46878828011878443
100% Corpus,9,0.9099999999999999,0.31,0.4801617827448299
100% Corpus,9,0.9099999999999999,0.61,0.522431474829781
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.5393753447712694
100% Corpus,9,0.9099999999999999,symmetric,0.48251267447578766
100% Corpus,9,symmetric,0.01,0.44718631217073146
100% Corpus,9,symmetric,0.31,0.46373297428440996
100% Corpus,9,symmetric,0.61,0.5503353582337517
100% Corpus,9,symmetric,0.9099999999999999,0.49295189714289717
100% Corpus,9,symmetric,symmetric,0.4605207134902133
100% Corpus,9,asymmetric,0.01,0.4497425900272154
100% Corpus,9,asymmetric,0.31,0.4282114800454772
100% Corpus,9,asymmetric,0.61,0.4588794845274033
100% Corpus,9,asymmetric,0.9099999999999999,0.5037447244588674
100% Corpus,9,asymmetric,symmetric,0.44056839843138307
100% Corpus,10,0.01,0.01,0.46677772818115654
100% Corpus,10,0.01,0.31,0.47588412375818273
100% Corpus,10,0.01,0.61,0.49617802932882854
100% Corpus,10,0.01,0.9099999999999999,0.49749755199969314
100% Corpus,10,0.01,symmetric,0.45682310405572385
100% Corpus,10,0.31,0.01,0.47109728852842025
100% Corpus,10,0.31,0.31,0.49683871662641677
100% Corpus,10,0.31,0.61,0.5527224949505408
100% Corpus,10,0.31,0.9099999999999999,0.5209293004680299
100% Corpus,10,0.31,symmetric,0.4603589269518838
100% Corpus,10,0.61,0.01,0.46914947529039663
100% Corpus,10,0.61,0.31,0.5031406253624551
100% Corpus,10,0.61,0.61,0.550171958041072
100% Corpus,10,0.61,0.9099999999999999,0.5110579487880902
100% Corpus,10,0.61,symmetric,0.48861598235066045
100% Corpus,10,0.9099999999999999,0.01,0.4777253545949856
100% Corpus,10,0.9099999999999999,0.31,0.48939778572110926
100% Corpus,10,0.9099999999999999,0.61,0.5193605775132494
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5558328805840818
100% Corpus,10,0.9099999999999999,symmetric,0.48073631004855943
100% Corpus,10,symmetric,0.01,0.44897104864937265
100% Corpus,10,symmetric,0.31,0.4845885833486802
100% Corpus,10,symmetric,0.61,0.48254390799091895
100% Corpus,10,symmetric,0.9099999999999999,0.48431888977820464
100% Corpus,10,symmetric,symmetric,0.46032993980980097
100% Corpus,10,asymmetric,0.01,0.4836127268357129
100% Corpus,10,asymmetric,0.31,0.4311952206229286
100% Corpus,10,asymmetric,0.61,0.4753441294657481
100% Corpus,10,asymmetric,0.9099999999999999,0.47933829444655596
100% Corpus,10,asymmetric,symmetric,0.4669960029396168
