Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,8,0.01,0.01,0.2872444236976966
75% Corpus,8,0.01,0.31,0.2680298851488854
75% Corpus,8,0.01,0.61,0.2831644634920517
75% Corpus,8,0.01,0.9099999999999999,0.31372921325797176
75% Corpus,8,0.01,symmetric,0.3021104922892414
75% Corpus,8,0.31,0.01,0.29422399476344796
75% Corpus,8,0.31,0.31,0.30164142657045606
75% Corpus,8,0.31,0.61,0.28478266315312895
75% Corpus,8,0.31,0.9099999999999999,0.2977874112502461
75% Corpus,8,0.31,symmetric,0.2857966049273666
75% Corpus,8,0.61,0.01,0.28118106462350445
75% Corpus,8,0.61,0.31,0.2778595054586915
75% Corpus,8,0.61,0.61,0.27301015818658153
75% Corpus,8,0.61,0.9099999999999999,0.2818878226788246
75% Corpus,8,0.61,symmetric,0.27790488536030733
75% Corpus,8,0.9099999999999999,0.01,0.26844544589913666
75% Corpus,8,0.9099999999999999,0.31,0.2702089458804043
75% Corpus,8,0.9099999999999999,0.61,0.2541153751116424
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.26144324469940805
75% Corpus,8,0.9099999999999999,symmetric,0.273129744528433
75% Corpus,8,symmetric,0.01,0.2910583465049174
75% Corpus,8,symmetric,0.31,0.2705832470762338
75% Corpus,8,symmetric,0.61,0.2982588456999117
75% Corpus,8,symmetric,0.9099999999999999,0.2793282048627803
75% Corpus,8,symmetric,symmetric,0.28944997432481345
75% Corpus,8,asymmetric,0.01,0.28852604739050947
75% Corpus,8,asymmetric,0.31,0.2685237054395324
75% Corpus,8,asymmetric,0.61,0.2646075459978551
75% Corpus,8,asymmetric,0.9099999999999999,0.29886332603625687
75% Corpus,8,asymmetric,symmetric,0.27976832726997447
75% Corpus,9,0.01,0.01,0.255512961130202
75% Corpus,9,0.01,0.31,0.2965802671482922
75% Corpus,9,0.01,0.61,0.3116200623020824
75% Corpus,9,0.01,0.9099999999999999,0.265316454480727
75% Corpus,9,0.01,symmetric,0.2980408517711626
75% Corpus,9,0.31,0.01,0.2601640925115485
75% Corpus,9,0.31,0.31,0.2589077994077677
75% Corpus,9,0.31,0.61,0.27593511182657215
75% Corpus,9,0.31,0.9099999999999999,0.26424330121793527
75% Corpus,9,0.31,symmetric,0.27832290847363134
75% Corpus,9,0.61,0.01,0.2676767257377651
75% Corpus,9,0.61,0.31,0.2690967569283227
75% Corpus,9,0.61,0.61,0.26712479068528294
75% Corpus,9,0.61,0.9099999999999999,0.27246076103236866
75% Corpus,9,0.61,symmetric,0.2569194306510325
75% Corpus,9,0.9099999999999999,0.01,0.2866522909293596
75% Corpus,9,0.9099999999999999,0.31,0.2631985243975253
75% Corpus,9,0.9099999999999999,0.61,0.263351655165971
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.26893142531811665
75% Corpus,9,0.9099999999999999,symmetric,0.2599635413619286
75% Corpus,9,symmetric,0.01,0.262696501647103
75% Corpus,9,symmetric,0.31,0.30247753897761137
75% Corpus,9,symmetric,0.61,0.24986193623641306
75% Corpus,9,symmetric,0.9099999999999999,0.23275427516474442
75% Corpus,9,symmetric,symmetric,0.28705199178108054
75% Corpus,9,asymmetric,0.01,0.27005324070244113
75% Corpus,9,asymmetric,0.31,0.3063475459475455
75% Corpus,9,asymmetric,0.61,0.2708165624730399
75% Corpus,9,asymmetric,0.9099999999999999,0.2872054005429981
75% Corpus,9,asymmetric,symmetric,0.31144636191117786
75% Corpus,10,0.01,0.01,0.2596237675458052
75% Corpus,10,0.01,0.31,0.3403443800730024
75% Corpus,10,0.01,0.61,0.2945610224002367
75% Corpus,10,0.01,0.9099999999999999,0.2366554251960979
75% Corpus,10,0.01,symmetric,0.32127593775055147
75% Corpus,10,0.31,0.01,0.2577200122686319
75% Corpus,10,0.31,0.31,0.2665500211271735
75% Corpus,10,0.31,0.61,0.2954089545050685
75% Corpus,10,0.31,0.9099999999999999,0.26870105257684107
75% Corpus,10,0.31,symmetric,0.30279854485256963
75% Corpus,10,0.61,0.01,0.2669538238138599
75% Corpus,10,0.61,0.31,0.2964092785379445
75% Corpus,10,0.61,0.61,0.2624795682429516
75% Corpus,10,0.61,0.9099999999999999,0.23819580694870918
75% Corpus,10,0.61,symmetric,0.2793292896005136
75% Corpus,10,0.9099999999999999,0.01,0.27280599268579875
75% Corpus,10,0.9099999999999999,0.31,0.2560292145221887
75% Corpus,10,0.9099999999999999,0.61,0.2684402435118961
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.2536477212318298
75% Corpus,10,0.9099999999999999,symmetric,0.26678271546589805
75% Corpus,10,symmetric,0.01,0.26724664237172135
75% Corpus,10,symmetric,0.31,0.3077798879426382
75% Corpus,10,symmetric,0.61,0.3508864860362406
75% Corpus,10,symmetric,0.9099999999999999,0.2913987866717994
75% Corpus,10,symmetric,symmetric,0.31782237636519084
75% Corpus,10,asymmetric,0.01,0.26811249643233825
75% Corpus,10,asymmetric,0.31,0.32135532835835406
75% Corpus,10,asymmetric,0.61,0.3026578432537084
75% Corpus,10,asymmetric,0.9099999999999999,0.28662683386579213
75% Corpus,10,asymmetric,symmetric,0.30641659162732493
100% Corpus,2,0.01,0.01,0.2728060664734924
100% Corpus,2,0.01,0.31,0.26938596274869697
100% Corpus,2,0.01,0.61,0.2649116491235057
100% Corpus,2,0.01,0.9099999999999999,0.2649116491235056
100% Corpus,2,0.01,symmetric,0.2649116491235057
100% Corpus,2,0.31,0.01,0.26938596274869697
100% Corpus,2,0.31,0.31,0.26938596274869697
100% Corpus,2,0.31,0.61,0.2649116491235057
100% Corpus,2,0.31,0.9099999999999999,0.2649116491235056
100% Corpus,2,0.31,symmetric,0.26938596274869697
100% Corpus,2,0.61,0.01,0.27280606647349237
100% Corpus,2,0.61,0.31,0.26938596274869697
100% Corpus,2,0.61,0.61,0.2649116491235056
100% Corpus,2,0.61,0.9099999999999999,0.2649116491235057
100% Corpus,2,0.61,symmetric,0.2649116491235057
100% Corpus,2,0.9099999999999999,0.01,0.2683317528483011
100% Corpus,2,0.9099999999999999,0.31,0.2649116491235056
100% Corpus,2,0.9099999999999999,0.61,0.2649116491235056
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.2649116491235057
100% Corpus,2,0.9099999999999999,symmetric,0.2649116491235056
100% Corpus,2,symmetric,0.01,0.27280606647349237
100% Corpus,2,symmetric,0.31,0.2649116491235057
100% Corpus,2,symmetric,0.61,0.2649116491235056
100% Corpus,2,symmetric,0.9099999999999999,0.2649116491235057
100% Corpus,2,symmetric,symmetric,0.2649116491235057
100% Corpus,2,asymmetric,0.01,0.27280606647349237
100% Corpus,2,asymmetric,0.31,0.26938596274869697
100% Corpus,2,asymmetric,0.61,0.2649116491235057
100% Corpus,2,asymmetric,0.9099999999999999,0.2649116491235057
100% Corpus,2,asymmetric,symmetric,0.2649116491235056
100% Corpus,3,0.01,0.01,0.27493317845355225
100% Corpus,3,0.01,0.31,0.28453591871690403
100% Corpus,3,0.01,0.61,0.282972100008599
100% Corpus,3,0.01,0.9099999999999999,0.27544486629503234
100% Corpus,3,0.01,symmetric,0.282972100008599
100% Corpus,3,0.31,0.01,0.2734955265714476
100% Corpus,3,0.31,0.31,0.2788746606895682
100% Corpus,3,0.31,0.61,0.282972100008599
100% Corpus,3,0.31,0.9099999999999999,0.282972100008599
100% Corpus,3,0.31,symmetric,0.26911146676731906
100% Corpus,3,0.61,0.01,0.27493317845355225
100% Corpus,3,0.61,0.31,0.2831668336064501
100% Corpus,3,0.61,0.61,0.2814019372623619
100% Corpus,3,0.61,0.9099999999999999,0.27015093825742414
100% Corpus,3,0.61,symmetric,0.2830099564896276
100% Corpus,3,0.9099999999999999,0.01,0.27493317845355225
100% Corpus,3,0.9099999999999999,0.31,0.28291303521264427
100% Corpus,3,0.9099999999999999,0.61,0.2814019372623619
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.27678252683254784
100% Corpus,3,0.9099999999999999,symmetric,0.282956087281196
100% Corpus,3,symmetric,0.01,0.27493317845355225
100% Corpus,3,symmetric,0.31,0.2773832183934068
100% Corpus,3,symmetric,0.61,0.282972100008599
100% Corpus,3,symmetric,0.9099999999999999,0.27678252683254784
100% Corpus,3,symmetric,symmetric,0.28453591871690403
100% Corpus,3,asymmetric,0.01,0.26676088183981433
100% Corpus,3,asymmetric,0.31,0.2610633862146415
100% Corpus,3,asymmetric,0.61,0.2610633862146415
100% Corpus,3,asymmetric,0.9099999999999999,0.26198614952779486
100% Corpus,3,asymmetric,symmetric,0.2599311320939709
100% Corpus,4,0.01,0.01,0.27815175424348276
100% Corpus,4,0.01,0.31,0.2766841576017784
100% Corpus,4,0.01,0.61,0.270886732630969
100% Corpus,4,0.01,0.9099999999999999,0.27406214460037875
100% Corpus,4,0.01,symmetric,0.27786177966145625
100% Corpus,4,0.31,0.01,0.2818687879544971
100% Corpus,4,0.31,0.31,0.28223566284041324
100% Corpus,4,0.31,0.61,0.2785799222912543
100% Corpus,4,0.31,0.9099999999999999,0.2736726600358215
100% Corpus,4,0.31,symmetric,0.2766841576017784
100% Corpus,4,0.61,0.01,0.27907145180369264
100% Corpus,4,0.61,0.31,0.2766841576017784
100% Corpus,4,0.61,0.61,0.2758540036803487
100% Corpus,4,0.61,0.9099999999999999,0.2711809251183555
100% Corpus,4,0.61,symmetric,0.2766841576017784
100% Corpus,4,0.9099999999999999,0.01,0.27907145180369264
100% Corpus,4,0.9099999999999999,0.31,0.2766841576017784
100% Corpus,4,0.9099999999999999,0.61,0.2795000174945584
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.27200327288796367
100% Corpus,4,0.9099999999999999,symmetric,0.2761963936384635
100% Corpus,4,symmetric,0.01,0.28137464168664933
100% Corpus,4,symmetric,0.31,0.2766841576017784
100% Corpus,4,symmetric,0.61,0.2766841576017784
100% Corpus,4,symmetric,0.9099999999999999,0.2743314870979896
100% Corpus,4,symmetric,symmetric,0.2730408324292986
100% Corpus,4,asymmetric,0.01,0.2750631945714076
100% Corpus,4,asymmetric,0.31,0.26900811731694985
100% Corpus,4,asymmetric,0.61,0.263709896433981
100% Corpus,4,asymmetric,0.9099999999999999,0.25819679989091676
100% Corpus,4,asymmetric,symmetric,0.27288966758644156
100% Corpus,5,0.01,0.01,0.2755264575060165
100% Corpus,5,0.01,0.31,0.2607486564709232
100% Corpus,5,0.01,0.61,0.2600485365146314
100% Corpus,5,0.01,0.9099999999999999,0.2778283695890287
100% Corpus,5,0.01,symmetric,0.26641566302743946
100% Corpus,5,0.31,0.01,0.27132249088468363
100% Corpus,5,0.31,0.31,0.26762777177404773
100% Corpus,5,0.31,0.61,0.2735941536279195
100% Corpus,5,0.31,0.9099999999999999,0.25356597554901966
100% Corpus,5,0.31,symmetric,0.2758201541526525
100% Corpus,5,0.61,0.01,0.26985419901650926
100% Corpus,5,0.61,0.31,0.27441992046743785
100% Corpus,5,0.61,0.61,0.2875211323893922
100% Corpus,5,0.61,0.9099999999999999,0.25942946967174685
100% Corpus,5,0.61,symmetric,0.2650102042609873
100% Corpus,5,0.9099999999999999,0.01,0.2741614028737114
100% Corpus,5,0.9099999999999999,0.31,0.26527333128083475
100% Corpus,5,0.9099999999999999,0.61,0.2850171627269603
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.25087314884365897
100% Corpus,5,0.9099999999999999,symmetric,0.2709806520601424
100% Corpus,5,symmetric,0.01,0.27028492273120286
100% Corpus,5,symmetric,0.31,0.27034804410205643
100% Corpus,5,symmetric,0.61,0.2453253263617155
100% Corpus,5,symmetric,0.9099999999999999,0.26622174842102464
100% Corpus,5,symmetric,symmetric,0.26305131590400344
100% Corpus,5,asymmetric,0.01,0.26985419901650926
100% Corpus,5,asymmetric,0.31,0.2620441257035152
100% Corpus,5,asymmetric,0.61,0.26308891800698725
100% Corpus,5,asymmetric,0.9099999999999999,0.2731430913352719
100% Corpus,5,asymmetric,symmetric,0.2596370955738697
100% Corpus,6,0.01,0.01,0.2726827232128309
100% Corpus,6,0.01,0.31,0.25672140760173817
100% Corpus,6,0.01,0.61,0.2641446809678381
100% Corpus,6,0.01,0.9099999999999999,0.25761650733926494
100% Corpus,6,0.01,symmetric,0.26430837423559767
100% Corpus,6,0.31,0.01,0.2709363983609518
100% Corpus,6,0.31,0.31,0.25762742567560665
100% Corpus,6,0.31,0.61,0.2653411726660281
100% Corpus,6,0.31,0.9099999999999999,0.2992296725152693
100% Corpus,6,0.31,symmetric,0.2532704055624484
100% Corpus,6,0.61,0.01,0.27696485803774107
100% Corpus,6,0.61,0.31,0.2621195285228288
100% Corpus,6,0.61,0.61,0.26635238150072377
100% Corpus,6,0.61,0.9099999999999999,0.30860145936296446
100% Corpus,6,0.61,symmetric,0.26280015828629083
100% Corpus,6,0.9099999999999999,0.01,0.2809196331121709
100% Corpus,6,0.9099999999999999,0.31,0.2690851564061019
100% Corpus,6,0.9099999999999999,0.61,0.28141312441907507
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.29319169207542667
100% Corpus,6,0.9099999999999999,symmetric,0.26795813997467266
100% Corpus,6,symmetric,0.01,0.2789263863343986
100% Corpus,6,symmetric,0.31,0.2533614790009054
100% Corpus,6,symmetric,0.61,0.2653078607692524
100% Corpus,6,symmetric,0.9099999999999999,0.2899743477689589
100% Corpus,6,symmetric,symmetric,0.2524860968251254
100% Corpus,6,asymmetric,0.01,0.2716548198411645
100% Corpus,6,asymmetric,0.31,0.25870752794731333
100% Corpus,6,asymmetric,0.61,0.26280671323531296
100% Corpus,6,asymmetric,0.9099999999999999,0.31020817040234255
100% Corpus,6,asymmetric,symmetric,0.25591291727847404
100% Corpus,7,0.01,0.01,0.2905272232941636
100% Corpus,7,0.01,0.31,0.2585921983103039
100% Corpus,7,0.01,0.61,0.27638883308276674
100% Corpus,7,0.01,0.9099999999999999,0.3182525450995053
100% Corpus,7,0.01,symmetric,0.2628406311846078
100% Corpus,7,0.31,0.01,0.27346104400688837
100% Corpus,7,0.31,0.31,0.26594171669531536
100% Corpus,7,0.31,0.61,0.26712881774405484
100% Corpus,7,0.31,0.9099999999999999,0.3216176084846481
100% Corpus,7,0.31,symmetric,0.25660969110969384
100% Corpus,7,0.61,0.01,0.2783704986711683
100% Corpus,7,0.61,0.31,0.26577897598069966
100% Corpus,7,0.61,0.61,0.2640750067159464
100% Corpus,7,0.61,0.9099999999999999,0.3253857904342118
100% Corpus,7,0.61,symmetric,0.27068226519895083
100% Corpus,7,0.9099999999999999,0.01,0.28230974279899057
100% Corpus,7,0.9099999999999999,0.31,0.2641129320832595
100% Corpus,7,0.9099999999999999,0.61,0.26576371333679233
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.2869283398430315
100% Corpus,7,0.9099999999999999,symmetric,0.2645393818559954
100% Corpus,7,symmetric,0.01,0.2779977149331494
100% Corpus,7,symmetric,0.31,0.2659001052120346
100% Corpus,7,symmetric,0.61,0.2535677230083803
100% Corpus,7,symmetric,0.9099999999999999,0.2682563318896546
100% Corpus,7,symmetric,symmetric,0.2572423196264622
100% Corpus,7,asymmetric,0.01,0.26752179675829496
100% Corpus,7,asymmetric,0.31,0.2560551372953269
100% Corpus,7,asymmetric,0.61,0.2785567277854701
100% Corpus,7,asymmetric,0.9099999999999999,0.28045762050943324
100% Corpus,7,asymmetric,symmetric,0.26638237174168
100% Corpus,8,0.01,0.01,0.29977410402969307
100% Corpus,8,0.01,0.31,0.2917771784148402
100% Corpus,8,0.01,0.61,0.2953112670444653
100% Corpus,8,0.01,0.9099999999999999,0.33170471286490927
100% Corpus,8,0.01,symmetric,0.2784262668070047
100% Corpus,8,0.31,0.01,0.2923221469812456
100% Corpus,8,0.31,0.31,0.2848377939944436
100% Corpus,8,0.31,0.61,0.30772869668648395
100% Corpus,8,0.31,0.9099999999999999,0.27806939647675455
100% Corpus,8,0.31,symmetric,0.28781305828500503
100% Corpus,8,0.61,0.01,0.2994049230148862
100% Corpus,8,0.61,0.31,0.27211361811170987
100% Corpus,8,0.61,0.61,0.27921132681630145
100% Corpus,8,0.61,0.9099999999999999,0.27963768152459473
100% Corpus,8,0.61,symmetric,0.2783302275126727
100% Corpus,8,0.9099999999999999,0.01,0.29713113062877916
100% Corpus,8,0.9099999999999999,0.31,0.27858523864768486
100% Corpus,8,0.9099999999999999,0.61,0.2772042715439304
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.2670966731037864
100% Corpus,8,0.9099999999999999,symmetric,0.28386988812632274
100% Corpus,8,symmetric,0.01,0.2963196974961012
100% Corpus,8,symmetric,0.31,0.28648459252389
100% Corpus,8,symmetric,0.61,0.2942325305478535
100% Corpus,8,symmetric,0.9099999999999999,0.2940955971513767
100% Corpus,8,symmetric,symmetric,0.29079379536193695
100% Corpus,8,asymmetric,0.01,0.2857468322462643
100% Corpus,8,asymmetric,0.31,0.2700059063876685
100% Corpus,8,asymmetric,0.61,0.2932879183910562
100% Corpus,8,asymmetric,0.9099999999999999,0.26629016366424574
100% Corpus,8,asymmetric,symmetric,0.2631376501388124
100% Corpus,9,0.01,0.01,0.2634408681657432
100% Corpus,9,0.01,0.31,0.29208209473355595
100% Corpus,9,0.01,0.61,0.28176240706123434
100% Corpus,9,0.01,0.9099999999999999,0.2900297811552778
100% Corpus,9,0.01,symmetric,0.27934690560146674
100% Corpus,9,0.31,0.01,0.2973438983603118
100% Corpus,9,0.31,0.31,0.2941931262938062
100% Corpus,9,0.31,0.61,0.3197532253404164
100% Corpus,9,0.31,0.9099999999999999,0.26534127717900713
100% Corpus,9,0.31,symmetric,0.2795090290485324
